OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
214,252,31,-115.1589744,36.15260268, ,236,W,Wyoming,16204608011,16204608011,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,193200,0.19,0.18,701,0,16204608011,701,701,162,04,6,08,011,203,2524-48,2524,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438370,203,REY DE AUTOS TRUST,KABOLI RAMON STEVE TRS,2434 PING DR,HENDERSON NV 89074, , , ,890740000, ,240, ,W,WYOMING,AVE,LV, , , ,00000000, ,PT SE4 NE4 SEC 04 21 61, , , , , ,2027,1963,20191206, ,2.01912E+12, ,NS,215000,R,20000601, , , ,04,21,61,330000,1, ,0,83017, ,0,0,34354, ,0, ,0, ,0, ,0,0,79230,33656,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204608011,0, ,162,16204,162046,16204608,162,162046080,046,080,11,89074,0,000240   W WYOMING               AVE L,0421  61,0000,0000,REY DE AUTOS TRUST              KABOLI RAMON STEVE TRS          2434 PING DR                    HENDERSON NV 89074,000240   W WYOMING               AVE, ,330,364.1664225,8264.861328,364.14583361246883
215,253,31,-115.1561189,36.15243325, ,1530,S,Commerce,16204608017,16204608017,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,619124,0.435,0.45,701,0,16204608017,701,701,162,04,6,08,017,203,2524-49,2524,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438376,203,1530 S COMMERCE L L C,105 W CHARLESTON BLVD,LAS VEGAS NV 89102, , , , ,891020000, ,1530, ,S,COMMERCE,ST,LV, ,.01A TO RD 20240918:96, ,00000000, ,PT SE4 NE4 SEC 04 21 61, , , , , ,2027,2011,20211118, ,2.02111E+12, ,NS,850000,R,20070101, , , ,04,21,61,399000,1, ,0,188669, ,0,0,16450, ,0, ,0, ,0, ,0,0,180094,16418,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204608017,0, ,162,16204,162046,16204608,162,162046080,046,080,17,89102,0,001530   S COMMERCE              ST  L,0421  61,0000,0000,1530 S COMMERCE L L C           105 W CHARLESTON BLVD           LAS VEGAS NV 89102,001530   S COMMERCE              ST, ,399,577.3292406,18970.30859,577.3292405593309
216,254,16,-115.1605777,36.17329702, ,101,S,Martin L King,13933501002,13933501002, ,Green,UK,288,40,0, , , , ,DONREY,12x24,0,300,finalled,5,APN,HIGH,Matched via APN/PARCEL exact join,485592,0,1.03,701,0,13933501002,701,701,139,33,5,01,002,212,2424-15,2424,301,35552.9138,4612,D,11,2,4,450,,161583.3057,1,0,83,11202.31054,17.50361022,89106,320529,212,D F A L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000, ,101, ,S,MARTIN L KING,BLVD,LV, , , ,00000000, ,PT NW4 NE4 SEC 33-20-61, , , , , ,2027,1973,20191018, ,2.0191E+12, ,NS,2250000,R,20191001, , , ,33,20,61,240000,1, ,1,235552, ,0,0,150581, ,0, ,0, ,0, ,0,0,235552,147483,0, ,0,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13933501002,0, ,139,13933,139335,13933501,139,139335010,335,010,02,89015,0,000101   S MARTIN L KING         BLVDL,3320  61,0000,0000,D F A L L C                     8350 EASTGATE RD                HENDERSON NV 89015,000101   S MARTIN L KING         BLVD, ,240,858.0081545,44647.69727,858.0081545501232
217,255,20,-115.1604513,36.17444241,45,73,S,Martin L. King,13933510002,13933510002,Clear Channel Outdoor,Red,CC,672,72,0, ,U-25-98, ,RQR-29722; RQR-17098; U-25-98(1)&(2), ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,62448,0,0,807,0,13933510002,807,807,139,33,5,10,002,203,2424-16,2424,301,35552.9138,4612,D,11,2,4,450,,161583.3057,1,0,83,11202.31054,17.50361022,89106,320542,203,CLARK COUNTY,C/O DIRECTOR ~ REAL PPTY MGMT,500 S GRAND CENTRAL PKWY 4TH FL,LAS VEGAS NV 89155, , , ,891550000, ,73, ,S,MARTIN L KING,BLVD,LV, , , ,PB00480089PT      L1, ,LEVITZ PLAZA,PLAT BOOK 48 PAGE 89,PT LOT 1, , , ,2027,1991,20250401, ,2.02504E+12, ,NS,14200000,R,20031001, , , ,33,20,61,358000,1, ,8,1028874, ,0,0,3521190, ,0, ,0, ,0,60,4550064,0,1028874,3586488,0, ,4615362,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13933510001,0, ,139,13933,139335,13933510,139,139335100,335,100,02,89155,0,000073   S MARTIN L KING         BLVDL,3320  61,0048,0089,CLARK COUNTY                    C/O DIRECTOR ~ REAL PPTY MGMT   500 S GRAND CENTRAL PKWY 4TH FL LAS VEGAS NV 89155,000073   S MARTIN L KING         BLVD, ,358,2982.923997,356302.7363,2982.9239966612954
218,256,23,-115.1610555,36.17670609,25,525, ,Martin L King,13928401033,13928401026,Clear Channel Outdoor,Red,CC,288,15,0, , , , ,Is this billboard there?,12x24,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,475611,0,2.54,701,0,13928401033,701,701,139,28,4,01,033,212,2324-85,2324,201,19539.12989,4528,D,6,4,4,412,,265026.2317,5,0,113,9805.190745,15.32061054,89106,313757,212,D F A L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000, ,1505, ,W,BONANZA,RD,LV, ,CF 14-2006;.37A TO RD 20070315:3963, ,00000000, ,PT SE4 SW4 SEC 28 20 61, , , , , ,2027,0,19980821, ,1.99808E+12, ,NS,0, , , , , ,28,20,61,0,0, ,3,580871, ,0,0,0, ,0, ,0, ,0, ,0,0,487931,0,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928401026,0, ,139,13928,139284,13928401,139,139284010,284,010,33,89015,0,001505   W BONANZA               RD  L,2820  61,0000,0000,D F A L L C                     8350 EASTGATE RD                HENDERSON NV 89015,001505   W BONANZA               RD, ,0,1299.967269,108461.6914,1299.9672686078159
219,259,5,-115.147074,36.18858306, ,1601,n,Dst,13922404002,13922404002,LAMAR,Orange,LM,144,15,0, , , , ,U-35-76?,12x24,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,662261,0,0.32,701,0,13922404002,701,701,139,22,4,04,002,204,2225-93,2225,301,35552.9138,4028,D,6,4,4,354,,265026.2317,5,0,113,9805.190745,15.32061054,89106,304842,204,ARMSTRONG-WOODS DUSTY,1920 SUTRO LN,LAS VEGAS NV 89106, , , , ,891060000, ,1601, , ,D,ST,LV, , , ,00000000, ,PT SE4 SW4 SEC 22 20 61, , , , , ,2027,1955,20240417, ,2.02404E+12, ,NS,152677,A,20240401, , , ,22,20,61,370000,1, ,0,36590, ,0,0,16929, ,0, ,0, ,0, ,0,0,36590,16664,0, ,0,0,0,0,0, ,0,0,0,N,20240422,20240422,0, ,13922404002,0, ,139,13922,139224,13922404,139,139224040,224,040,02,89106,0,001601     D                     ST  L,2220  61,0000,0000,ARMSTRONG-WOODS DUSTY           1920 SUTRO LN                   LAS VEGAS NV 89106,001601     D                     ST, ,370,489.8866716,14435.625,489.8866715961743
220,260,4,-115.1447003,36.18862563, ,300,W,Owens,13922404004,13922404001,Clear Channel Outdoor,Red,CC,288,30,0, , , , , ,12x24,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,318389,0,0.14,701,0,13922404004,701,701,139,22,4,04,004,204,2225-94,2225,301,35552.9138,4028,D,6,4,4,354,,265026.2317,5,0,113,9805.190745,15.32061054,89106,304844,204,EWING INVESTMENTS,1400 A ST,LAS VEGAS NV 89106-3215, , , , ,891063215, ,0, , , , ,LV, , , ,00000000, ,PT SE4 SW4 SEC 22 20 61, , , , , ,2027,0,20130912, ,2.01309E+12, ,NS,1758719,M,20130901, , , ,22,20,61,0,0, ,0,16007, ,0,0,0, ,0, ,0, ,0, ,0,0,16007,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13922404004,0, ,139,13922,139224,13922404,139,139224040,224,040,04,89106,3215,000000                               L,2220  61,0000,0000,EWING INVESTMENTS               1400 A ST                       LAS VEGAS NV 89106-3215,000000, ,0,318.8007297,5973.011719,318.80072966252214
221,261,22,-115.1616205,36.1769783,25,525, ,Martin L King,13928401033,13928401026,Clear Channel Outdoor,Red,CC,288,15,0, , , , , ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,475611,0,2.54,701,0,13928401033,701,701,139,28,4,01,033,212,2324-85,2324,201,19539.12989,4528,D,6,4,4,412,,265026.2317,5,0,113,9805.190745,15.32061054,89106,313757,212,D F A L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000, ,1505, ,W,BONANZA,RD,LV, ,CF 14-2006;.37A TO RD 20070315:3963, ,00000000, ,PT SE4 SW4 SEC 28 20 61, , , , , ,2027,0,19980821, ,1.99808E+12, ,NS,0, , , , , ,28,20,61,0,0, ,3,580871, ,0,0,0, ,0, ,0, ,0, ,0,0,487931,0,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928401026,0, ,139,13928,139284,13928401,139,139284010,284,010,33,89015,0,001505   W BONANZA               RD  L,2820  61,0000,0000,D F A L L C                     8350 EASTGATE RD                HENDERSON NV 89015,001505   W BONANZA               RD, ,0,1299.967269,108461.6914,1299.9672686078159
222,263,16,-115.15728,36.1769329,25,1001,W,Bonanza,13928801003,13928801003,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,394432,0,3.81,701,0,13928801003,701,701,139,28,8,01,003,203,2324-87,2324,301,35552.9138,4030,D,6,4,4,414,,265026.2317,5,0,113,9805.190745,15.32061054,89106,314395,203,LAS VEGAS REVIEW-JOURNAL INC,C/O S HALL CFO,1111 W BONANZA RD,LAS VEGAS NV 89106, , , ,891060000, ,1001, ,W,BONANZA,RD,LV, , , ,00000000, ,PT SW4 SE4 SEC 28 20 61, , , , , ,2027,1963,20170327, ,2.01703E+12, ,NS,16000000,M,20150301, , , ,28,20,61,610000,1, ,4,435656, ,0,0,179383, ,0, ,0, ,0, ,0,0,365951,175728,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,010630022,0, ,139,13928,139288,13928801,139,139288010,288,010,03,89106,0,001001   W BONANZA               RD  L,2820  61,0000,0000,LAS VEGAS REVIEW-JOURNAL INC    C/O S HALL CFO                  1111 W BONANZA RD               LAS VEGAS NV 89106,001001   W BONANZA               RD, ,610,1798.485437,165480.2598,1798.4854374785034
223,264,17,-115.1563183,36.17693257,25,919,W,Bonanza,13928801018,13928801005,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,249502,0,2.59,701,0,13928801018,701,701,139,28,8,01,018,203,2324-87,2324,301,35552.9138,4030,D,6,4,4,414,,265026.2317,5,0,113,9805.190745,15.32061054,89106,314403,203,LAS VEGAS REVIEW-JOURNAL INC,C/O S HALL CFO,1111 W BONANZA RD,LAS VEGAS NV 89106, , , ,891060000, ,901, ,W,BONANZA,RD,LV, , , ,00000000, ,PT S2 SE4 SEC 28 20 61, , , , , ,2027,1958,20170327, ,2.01703E+12, ,NS,16000000,M,20150301, , , ,28,20,61,335000,1, ,3,296153, ,0,0,211505, ,0, ,0, ,0, ,0,0,248768,207739,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928801006,0, ,139,13928,139288,13928801,139,139288010,288,010,18,89106,0,000901   W BONANZA               RD  L,2820  61,0000,0000,LAS VEGAS REVIEW-JOURNAL INC    C/O S HALL CFO                  1111 W BONANZA RD               LAS VEGAS NV 89106,000901   W BONANZA               RD, ,335,1692.677887,112695.5313,1692.6778872785844
224,265,19,-115.1473851,36.17741061, ,410,W,Bonanza,13927301003,13927310079,Clear Channel Outdoor,Red,CC,288,0,0, , , , , , ,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,393631,4.26999998,4.29,701,0,13927301003,701,701,139,27,3,01,003,203,2325-72,2325,301,35552.9138,4030,D,6,4,4,418,,265026.2317,5,0,113,9805.190745,15.32061054,89106,312857,203,LAS VEGAS RESCUE MISSION,LAS VEGAS RESCUE MISSION INC,480 W BONANZA RD,LAS VEGAS NV 89106-3227, , , ,891063227, ,480, ,W,BONANZA,RD,LV,9,CF 50-2008;.2A VAC 20241010:304, ,00000000, ,PT NW4 SW4 SEC 27 20 61, , , , , ,2027,1995,20241113, ,2.02411E+12, ,NS/NS,0, , , , , ,27,20,61,450000,1, ,4,490539, ,0,0,1726269, ,0, ,0, ,0,40,2216808,0,457836,1739591,0, ,2197428,0,0,0,0, ,0,0,0,N,20241210,20241210,0, ,13927301002,0, ,139,13927,139273,13927301,139,139273010,273,010,03,89106,3227,000480   W BONANZA               RD  L,2720  61,0000,0000,LAS VEGAS RESCUE MISSION        LAS VEGAS RESCUE MISSION INC    480 W BONANZA RD                LAS VEGAS NV 89106-3227,000480   W BONANZA               RD, ,450,1782.85348,185960.248,1782.5241726695506
225,266,16,-115.1438614,36.17750281, ,601,N,Main,13927310094,13927310094,Clear Channel Outdoor,Red,CC,288,0,0,7/20/1988, ,V-72-88,"RQR-33829; V-72-88(1),(2)&(3)", , ,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,117268,0,1.48,811,0,13927310094,811,811,139,27,3,10,094,203,2325-75,2325,401,13803.29433,4040,D,6,4,4,419,,265026.2317,5,0,113,9805.190745,15.32061054,89101,312928,203,BEHNEN BENNY BINION,BEHNEN JACK NICHOLAS,1900 SILVER AVE,LAS VEGAS NV 89102-2431, , , ,891022431, ,601, ,N,MAIN,ST,LV, , , ,PB00010046PTB1, ,LAS VEGAS ORIG TOWNSITE 2ND AMD,PLAT BOOK 1 PAGE 46,PT BLOCK 1,1.48A & PT SE4 27-20-61 .04A, , ,2027,1955,20250306, ,2.02503E+12, ,NS-NS,500000,M,20121201, , , ,27,20,61,210000,1, ,2,204755, ,0,0,313843, ,0, ,0, ,0, ,0,0,180666,311416,0, ,0,0,0,0,0, ,0,0,0,N,20250313,20250313,0, ,13927310094,0, ,139,13927,139273,13927310,139,139273100,273,100,94,89102,2431,000601   N MAIN                  ST  L,2720  61,0001,0046,BEHNEN BENNY BINION             BEHNEN JACK NICHOLAS            1900 SILVER AVE                 LAS VEGAS NV 89102-2431,000601   N MAIN                  ST, ,210,1145.853293,68741.01172,1145.8532932144205
226,267,17,-115.1427489,36.17763637, ,0, , ,13927705003,13927705001, ,Green,UK,672,40,0, , , , ,DONREY,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,751597,0,0.19,701,0,13927705003,701,701,139,27,7,05,003,203,2325-75,2325,401,13803.29433,4040,D,6,4,4,419,,265026.2317,5,0,113,9805.190745,15.32061054,89101,313091,203,BEHNEN BENNY BINION,BEHNEN JACK NICHOLAS,1900 SILVER AVE,LAS VEGAS NV 89102-2431, , , ,891022431, ,609, ,N,MAIN,ST,LV, , , ,00000000, ,PT NW4 SE4 SEC 27 20 61, , , , , ,2027,0,20250306, ,2.02503E+12, ,NS-NS,500000,M,20121201, , , ,27,20,61,0,0, ,0,28966, ,0,0,0, ,0, ,0, ,0, ,0,0,26069,0,0, ,0,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13927705003,0, ,139,13927,139277,13927705,139,139277050,277,050,03,89102,2431,000609   N MAIN                  ST  L,2720  61,0000,0000,BEHNEN BENNY BINION             BEHNEN JACK NICHOLAS            1900 SILVER AVE                 LAS VEGAS NV 89102-2431,000609   N MAIN                  ST, ,0,378.3203145,7954.707031,378.32031448659404
227,268,17,-115.1540329,36.17695525,25,845,W,BONANZA,13928801008,13928801008,LAMAR,Orange,LM,672,0,0, ,U-0002-98, ,RQR-28416; RQR-11174; RQR-3233, ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,317563,0,0.9,701,0,13928801008,701,701,139,28,8,01,008,203,2324-88,2324,301,35552.9138,4030,D,6,4,4,414,,265026.2317,5,0,113,9805.190745,15.32061054,89106,314397,203,ALLEN MARCUS,4740 WINDY HOLLOW ST,LAS VEGAS NV 89130, , , , ,891300000, ,845, ,W,BONANZA,RD,LV, , , ,00000000, ,PT SE4 SE4 SEC 28 20 61, , , , , ,2027,1957,20220624, ,2.02206E+12, ,NS,700000,R,20220601, , , ,28,20,61,240000,1, ,1,102911, ,0,0,83927, ,0, ,0, ,0, ,0,0,96050,87134,0, ,0,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13928801008,0, ,139,13928,139288,13928801,139,139288010,288,010,08,89130,0,000845   W BONANZA               RD  L,2820  61,0000,0000,ALLEN MARCUS                    4740 WINDY HOLLOW ST            LAS VEGAS NV 89130,000845   W BONANZA               RD, ,240,822.2568694,39170.60352,822.2568693812666
228,269,17,-115.1559088,36.17525121,25,1111,W,BONANZA,13928801016,13928801016,Clear Channel Outdoor,Red,CC,672,0,0, ,U-69-98, ,RQR-30045;RQR-5263, ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,647897,0,11.84,701,0,13928801016,701,701,139,28,8,01,016,203,2324-87,2324,301,35552.9138,4030,D,6,4,4,414,,265026.2317,5,0,113,9805.190745,15.32061054,89106,314402,203,LAS VEGAS REVIEW-JOURNAL INC,C/O S HALL CFO,1111 W BONANZA RD,LAS VEGAS NV 89106, , , ,891060000, ,1211, ,W,BONANZA,RD,LV, , , ,00000000, ,PT S2 SE4 SEC 28 20 61, , , , , ,2027,1970,20170327, ,2.01703E+12, ,NS,16000000,M,20150301, , , ,28,20,61,335001,1, ,12,1151670, ,0,0,7628916, ,0, ,0, ,0, ,0,0,947691,7764069,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928801014,0, ,139,13928,139288,13928801,139,139288010,288,010,16,89106,0,001211   W BONANZA               RD  L,2820  61,0000,0000,LAS VEGAS REVIEW-JOURNAL INC    C/O S HALL CFO                  1111 W BONANZA RD               LAS VEGAS NV 89106,001211   W BONANZA               RD, ,335,3985.315387,507421.0742,3985.3153869250564
229,270,17,-115.1567494,36.14499388,AA,2310,S,LAS VEGAS,16204813072,16204813072,SHEPCO,Pink,PO,672,40,671,12/12/1994,U-230-94, ,RQR-31826;U-230-94(1), ,14x48,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,293936,0,0,703,0,16204813072,703,703,162,04,8,13,072,203,2524-99,2524,1100,17577.33001,5044,E,15,10,4,561,,150972.2077,3,0,57,8235.233709,12.86755267,89104,438709,203,M & D REAL ESTATE L L C,6130 W FLAMINGO RD # 402,LAS VEGAS NV 89103, , , , ,891030000, ,2310, ,S,LAS VEGAS,BLVD,LV, , , ,PB00010043  B2    L24, ,MEADOWS ADD,PLAT BOOK 1 PAGE 43,LOT 24 BLOCK 2,& LOTS 25-36 & VAC ALLEY, , ,2027,1949,20230615, ,2.02306E+12, ,NS,21000000,M,20230601, , , ,04,21,61,321000,1, ,1,801203, ,0,0,70014, ,0, ,0, ,0, ,0,0,763051,70026,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,040501005,0, ,162,16204,162048,16204813,162,162048130,048,130,72,89103,0,002310   S LAS VEGAS             BLVDL,0421  61,0001,0043,M & D REAL ESTATE L L C         6130 W FLAMINGO RD # 402        LAS VEGAS NV 89103,002310   S LAS VEGAS             BLVD, ,321,870.898637,39787.46289,870.8986370193645
230,271,56,-115.238324,36.24629478, ,0, , ,13802102014,13802102012,Clear Channel Outdoor,Red,CC,288,0,0, , , , , ,12x24,1,300, ,6,APN,HIGH,Matched via APN/PARCEL exact join,427914,0,2.56,701,0,13802102014,701,701,138,02,1,02,014,200,1819-23,1819,3410,23515.28301,2710,B,3,3,4,1269,,265026.2317,5,0,113,9805.190745,15.32061054,89130,194799,200,METROPOLIS LAS VEGAS L L C,1350 REYNOLDS AVE # 100,IRVINE CA 92614, , , , ,926140000, ,4700, ,N,RANCHO,DR,LV, , , ,PM00990042PT      L1, ,PARCEL MAP FILE 99 PAGE 42,PT LOT 1, , , , ,2027,2024,20211001, ,2.0211E+12, ,NS,1600000,R,20211001, , , ,02,20,60,250000,1, ,3,568666, ,0,0,4073057, ,0, ,0, ,0, ,0,0,515195,4065176,0, ,0,0,0,0,0, ,0,0,0,N,20240708,20240708,0, ,13802102012,0, ,138,13802,138021,13802102,138,138021020,021,020,14,92614,0,004700   N RANCHO                DR  L,0220  60,0099,0042,METROPOLIS LAS VEGAS L L C      1350 REYNOLDS AVE # 100         IRVINE CA 92614,004700   N RANCHO                DR, ,250,1660.117428,111315.0371,1660.1174282811266
232,273,58,-115.2365749,36.24349818, ,4500,N,Rancho,13802202015,13802202011,LAMAR,Orange,LM,672,20,0, , ,V-153-95, , ,14x48,1,300, ,6,APN,HIGH,Matched via APN/PARCEL exact join,221165,0,1.18,701,0,13802202015,701,701,138,02,2,02,015,200,1819-33,1819,3409,18042.44829,2710,B,3,3,4,153,,265026.2317,5,0,113,9805.190745,15.32061054,89130,194971,200,MATLOCK HOLDINGS L L C SER MATLO,4279 BERTSOS DR,LAS VEGAS NV 89103, , , , ,891030000, ,0, , , , ,LV, ,G-20241016:84, ,PM01110012        L2-1, ,PARCEL MAP FILE 111 PAGE 12,LOT 2-1, , , , ,2027,0,20241114, ,2.02411E+12, ,NS,950000,U,20241001, , , ,02,20,60,0,0, ,1,233875, ,0,0,0, ,0, ,0, ,0, ,0,0,215884,0,0, ,0,0,0,0,0, ,0,0,0,N,20241017,20241017,0, ,13802202011,0, ,138,13802,138022,13802202,138,138022020,022,020,15,89103,0,000000                               L,0220  60,0111,0012,MATLOCK HOLDINGS L L C SER MATLO4279 BERTSOS DR                 LAS VEGAS NV 89103,000000, ,0,1231.303669,51518.66406,1231.3036691016687
233,274,59,-115.2335666,36.24013923, ,4401,N,Rancho,13802602001,13802602001,LAMAR,Orange,LM,672,40,0,2/1/1995,U-261-94, ,RQR-22325; RQR-4244, ,14x48,1,300, ,6,APN,HIGH,Matched via APN/PARCEL exact join,38777,0,0.36,701,0,13802602001,701,701,138,02,6,02,001,200,1819-55,1819,3409,18042.44829,2710,B,3,3,4,153,,265026.2317,5,0,113,9805.190745,15.32061054,89130,196106,200,SHAHRAM INC,8821 CANYON SPRINGS DR,LAS VEGAS NV 89117-5839, , , , ,891175839, ,4401, ,N,RANCHO,DR,LV, , , ,00000000, ,PT SW4 NE4 SEC 02 20 60, , , , , ,2027,1983,20020906, ,2.00209E+12, ,NS,540000,R,20020901, , , ,02,20,60,358000,1, ,0,101541, ,0,0,48654, ,0, ,0, ,0, ,0,0,96052,50899,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13802602001,0, ,138,13802,138026,13802602,138,138026020,026,020,01,89117,5839,004401   N RANCHO                DR  L,0220  60,0000,0000,SHAHRAM INC                     8821 CANYON SPRINGS DR          LAS VEGAS NV 89117-5839,004401   N RANCHO                DR, ,358,521.5245476,16364.74609,521.5245476104757
234,275,60,-115.2262471,36.23230182, ,0,N,Rancho,13802803001,13802803001,Outfront,Brown,OF,288,40,0, ,U-25-96, ,RQR-34411;RQR-12064; RQR-6148; RQR-1689, ,12x24,1,300, ,6,APN,HIGH,Matched via APN/PARCEL exact join,244884,0,3.12,701,0,13802803001,701,701,138,02,8,03,001,200,1819-99,1819,3413,25122.3741,2005,B,3,3,4,207,,265026.2317,5,0,113,9805.190745,15.32061054,89108,196560,200,ACHIARDI MICHELLE,3066 CADBURY DR,LAS VEGAS NV 89121-5608, , , , ,891215608, ,0, , , , ,LV, , , ,PM00280030        L4, ,PARCEL MAP FILE 28 PAGE 30,LOT 4, , , , ,2027,0,20070514, ,2.00705E+12, ,NS,1087260,P,20030301, , , ,02,20,60,0,0, ,3,689728, ,0,0,0, ,0, ,0, ,0, ,0,0,642161,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13802803001,0, ,138,13802,138028,13802803,138,138028030,028,030,01,89121,5608,000000                               L,0220  60,0028,0030,ACHIARDI MICHELLE               3066 CADBURY DR                 LAS VEGAS NV 89121-5608,000000, ,0,1923.776726,131943.5039,1923.776726
